id,input_lang,prompt,target,rag_prompt_2,rag_prompt_5,rag_prompt_10
185_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩向花园走去。丽华走到走廊上。明浩向卧室走去。健在那里捡起了足球。健把足球扔掉了。明浩去了走廊。美英回到卫生间。健在那里捡起了足球。健行至花园。美英回到卧室。简走向浴室。明浩向卧室走去。美英搬到了花园里。明浩搬到了花园里。简前往办公室。明浩去了厨房。梨花走到厨房。简行去洗手间。梨花去了卧室。健拿起了那里的苹果。美英回到厨房。明浩移步去卫生间。美英前往办公室。明浩去了厨房。美英回到卫生间。美英走到厨房。明浩接了那里的牛奶。明浩搬到了办公室。
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",办公室,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩接了那里的牛奶。 梨花走到厨房.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩接了那里的牛奶。 梨花走到厨房。 美英走到厨房。 美英回到厨房。 简行去洗手间.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩接了那里的牛奶。 梨花走到厨房。 美英走到厨房。 美英回到厨房。 简行去洗手间。 健拿起了那里的苹果。 美英回到卫生间。 美英回到卫生间。 明浩去了厨房。 明浩去了厨房.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
183_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩去了走廊。丽华搬到办公室。美英捡起了那里的足球。梨花抓起那里的牛奶。梨花在那里得到了苹果。美英回到走廊。简去了办公室。美英把足球留在那里。简前往厨房。美英搬到了厨房。明浩捡起了那里的足球。美英回到办公室。明浩移步去卫生间。美英朝卧室走去。
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",浴室,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英捡起了那里的足球。 美英把足球留在那里.
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英捡起了那里的足球。 美英把足球留在那里。 明浩捡起了那里的足球。 美英回到走廊。 美英朝卧室走去.
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英捡起了那里的足球。 美英把足球留在那里。 明浩捡起了那里的足球。 美英回到走廊。 美英朝卧室走去。 梨花抓起那里的牛奶。 美英回到办公室。 梨花在那里得到了苹果。 明浩移步去卫生间。 简去了办公室.
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
114_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩去了花园。美英回到卧室。简行进了卧室。美英抓起那里的苹果。明浩去了厨房。美英留下了苹果。
</context>

QUESTION: 苹果在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",卧室,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英抓起那里的苹果。 美英留下了苹果.
</context>

QUESTION: 苹果在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英抓起那里的苹果。 美英留下了苹果。 明浩去了花园。 明浩去了厨房。 美英回到卧室.
</context>

QUESTION: 苹果在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英抓起那里的苹果。 美英留下了苹果。 明浩去了花园。 明浩去了厨房。 美英回到卧室。 简行进了卧室.
</context>

QUESTION: 苹果在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
109_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
简走到走廊上。简回到浴室。简抓起那里的牛奶。美英回到办公室。美英向厨房走去。美英在那里拿到了苹果。美英把苹果掉在那里了。健把牛奶掉了。梨花回到花园。美英朝走廊走去。美英在那里拿到了足球。丽华搬到了厨房。
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",浴室,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
健把牛奶掉了。 简抓起那里的牛奶.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
健把牛奶掉了。 简抓起那里的牛奶。 美英向厨房走去。 美英在那里拿到了苹果。 美英把苹果掉在那里了.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
健把牛奶掉了。 简抓起那里的牛奶。 美英向厨房走去。 美英在那里拿到了苹果。 美英把苹果掉在那里了。 丽华搬到了厨房。 美英在那里拿到了足球。 简回到浴室。 美英朝走廊走去。 梨花回到花园.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
142_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
丽华前往办公室。美英去那里接​​了牛奶。简回到厨房。美英在那里拿到了苹果。丽华在那里拿到了足球。梨花回到花园。明浩去了卫生间。简去了卫生间。美英回到花园。美英把苹果扔掉了。明浩回到卧室。美英回到卫生间。
</context>

QUESTION: 苹果在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",花园,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英在那里拿到了苹果。 美英把苹果扔掉了.
</context>

QUESTION: 苹果在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英在那里拿到了苹果。 美英把苹果扔掉了。 梨花回到花园。 美英回到花园。 美英去那里接​​了牛奶.
</context>

QUESTION: 苹果在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英在那里拿到了苹果。 美英把苹果扔掉了。 梨花回到花园。 美英回到花园。 美英去那里接​​了牛奶。 丽华在那里拿到了足球。 美英回到卫生间。 丽华前往办公室。 简回到厨房。 简去了卫生间.
</context>

QUESTION: 苹果在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
121_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
梨花行至卧室。明浩抓起那里的苹果。明浩去了花园。健前往办公室。明浩留下了苹果。简走到走廊上。美英去了办公室。明浩向走廊走去。明浩去了厨房。简走向厨房。丽华搬到办公室。梨花回到花园。丽华搬到办公室。简回到浴室。健前往办公室。明浩又回到了花园。简前往厨房。梨花去了卧室。明浩移步去卫生间。明浩捡起了那里的足球。美英走到走廊。明浩接了那里的牛奶。明浩把牛奶掉了。明浩把牛奶拿过去了。明浩搬到了卧室。美英去了花园。美英走到厨房。美英前往办公室。
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",卧室,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩接了那里的牛奶。 明浩把牛奶拿过去了.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩接了那里的牛奶。 明浩把牛奶拿过去了。 明浩把牛奶掉了。 美英走到厨房。 简前往厨房.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩接了那里的牛奶。 明浩把牛奶拿过去了。 明浩把牛奶掉了。 美英走到厨房。 简前往厨房。 简走向厨房。 明浩去了厨房。 梨花去了卧室。 明浩抓起那里的苹果。 简回到浴室.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
175_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英游至花园。丽华把足球带到了那里。美英拿起那里的苹果。明浩去了办公室。丽华放下了足球。美英走到厨房。明浩那里有牛奶。梨花搬到了花园里。美英游至花园。明浩把牛奶倒掉了。明浩走向卫生间。美英回到厨房。
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",办公室,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩那里有牛奶。 明浩把牛奶倒掉了.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩那里有牛奶。 明浩把牛奶倒掉了。 美英走到厨房。 美英回到厨房。 美英拿起那里的苹果.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
明浩那里有牛奶。 明浩把牛奶倒掉了。 美英走到厨房。 美英回到厨房。 美英拿起那里的苹果。 美英游至花园。 美英游至花园。 丽华把足球带到了那里。 明浩走向卫生间。 丽华放下了足球.
</context>

QUESTION: 牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
193_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
简把足球带到了那里。简搬到了卧室。健把足球扔掉了。美英去了卧室。简把足球带到了那里。健把足球扔掉了。美英把足球带到了那里。梅英离开了足球。
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",卧室,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英把足球带到了那里。 简把足球带到了那里.
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英把足球带到了那里。 简把足球带到了那里。 简把足球带到了那里。 健把足球扔掉了。 健把足球扔掉了.
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
美英把足球带到了那里。 简把足球带到了那里。 简把足球带到了那里。 健把足球扔掉了。 健把足球扔掉了。 梅英离开了足球。 美英去了卧室。 简搬到了卧室.
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
298_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英走向卫生间。美英搬到了厨房。美英去了卧室。明浩拿起了苹果。梨花回到卫生间。丽华抓住了足球。简行去洗手间。丽华离开了足球。美英回到花园。丽华前往办公室。简走向卧室。明浩走到走廊上。明浩放下了苹果。梨花行至卧室。美英去那里接​​了牛奶。美英朝卧室走去。健前往办公室。坚迁至花园。美英把牛奶留在那里。丽花拿起牛奶。简回到走廊。明浩去了卫生间。美英回到花园。健搬到了办公室。美英走到厨房。简回到厨房。明浩接过足球。健前往办公室。美英走到走廊。明浩走到走廊上。明浩拿到了苹果。梨花朝走廊走去。梨花回到厨房。简走向卧室。丽花把牛奶倒掉了。简游至花园。美英去了办公室。明浩把苹果扔在那里。丽华去了卫生间。简去了卫生间。明浩向卧室走去。梨花行至卧室。梨花往走廊走去。丽华前往办公室。简走到走廊上。丽华搬到了卫生间。明浩把足球掉在那里了。明浩抓住了足球。明浩去了卫生间。美英走到走廊。美英拿起那里的苹果。明浩去了办公室。健行至花园。美英向卫生间走去。丽华前往办公室。美英把苹果掉了下来。明浩又回到了走廊。梨花朝卧室走去。明浩回到办公室。梨花向卫生间走去。梨花抓起苹果。简回到走廊。明浩去了卧室。梨花掉下了苹果。简走向卫生间。明浩去了卫生间。梨花接过苹果。明浩扔掉了足球。
</context>

QUESTION: 浴室之前的足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",卧室,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
简行去洗手间。 美英向卫生间走去.
</context>

QUESTION: 浴室之前的足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
简行去洗手间。 美英向卫生间走去。 美英走向卫生间。 梨花回到卫生间。 简去了卫生间.
</context>

QUESTION: 浴室之前的足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
简行去洗手间。 美英向卫生间走去。 美英走向卫生间。 梨花回到卫生间。 简去了卫生间。 丽华去了卫生间。 梨花向卫生间走去。 简走向卫生间。 丽华搬到了卫生间。 明浩把足球掉在那里了.
</context>

QUESTION: 浴室之前的足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
204_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
健捡起了足球。健把足球扔在那里了。美英前往办公室。明浩搬到了厨房。明浩去了花园。简前往办公室。美英游至花园。美英前往办公室。明浩去了厨房。美英接过牛奶。丽华回到办公室。梨花得到了苹果。明浩去了办公室。简去了卧室。健接过足球。明浩又回到了走廊。美英回到卧室。美英把牛奶掉了。美英拿到了牛奶。梨花把苹果扔掉了。美英把牛奶倒掉了。健放下了足球。美英去了厨房。简搬到了厨房。梨花拿起苹果。明浩移步去卫生间。明浩去了花园。梨花留下了苹果。梨花朝卧室走去。梨花回到卫生间。美英朝走廊走去。美英去了卫生间。明浩去了走廊。美英走到卧室。美英一把抓住了那里的足球。简前往办公室。美英把足球放在那里。健接过苹果。简走向厨房。健把苹果扔在那里。丽华回到办公室。简回到走廊。明浩搬到了花园里。美英拿到了牛奶。美英走向卫生间。美英前往办公室。美英留下了牛奶。美英回到卫生间。明浩去了卫生间。梨花走向卫生间。健去了花园。明浩去了厨房。明浩又回到了走廊。简走向厨房。简前往办公室。简回到浴室。健搬到了办公室。美英搬到了卧室。美英一把抓住了足球。丽华搬到了厨房。简游至花园。简走向浴室。美英去了花园。美英去了卧室。美英走到走廊。丽华去了办公室。简行进了卧室。美英回到卫生间。梅英离开了足球。明浩搬到了办公室。丽花拿起牛奶。美英接过足球。明浩回到卧室。梨花回到花园。美英把足球扔掉了。丽花把牛奶掉了。梨花回到卫生间。丽华在那里捡起了足球。丽华把足球扔在那里。梨花回到走廊。丽华去了厨房。美英接过足球。美英搬到了厨房。美英回到卫生间。
</context>

QUESTION: 浴室之前的足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",厨房,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英去了卫生间。 美英把足球放在那里.
</context>

QUESTION: 浴室之前的足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英去了卫生间。 美英把足球放在那里。 美英回到卫生间。 美英回到卫生间。 美英回到卫生间.
</context>

QUESTION: 浴室之前的足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英去了卫生间。 美英把足球放在那里。 美英回到卫生间。 美英回到卫生间。 美英回到卫生间。 美英走向卫生间。 梨花回到卫生间。 梨花回到卫生间。 健把足球扔在那里了。 简回到浴室.
</context>

QUESTION: 浴室之前的足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
233_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
健拿起了那里的苹果。美英接过牛奶。梨花朝走廊走去。健放下了苹果。明浩移步去卫生间。美英放下牛奶。简走向卧室。美英在那里买了牛奶。简走到走廊上。美英放下牛奶。简搬到了厨房。明浩去了办公室。健接过牛奶。健前往办公室。丽华搬到办公室。简得到了苹果。美英回到走廊。美英一路前往办公室。简行进了卧室。美英朝走廊走去。明浩去了走廊。美英回到花园。明浩又回到了花园。美英走到卧室。健把苹果扔掉了。美英搬到了厨房。简抓起苹果。明浩又回到了卫生间。明浩又回到了走廊。梨花回到卧室。健把苹果掉了。梨花往走廊走去。美英去了办公室。美英去了走廊。简走到走廊上。健把牛奶掉了。丽华在那里买了牛奶。丽花把牛奶倒掉了。梨花抓起牛奶。简走向浴室。明浩去了厨房。丽花把牛奶掉在那里了。健去了花园。明浩前往办公室。美英接过牛奶。美英回到卧室。美英向花园走去。美英放下牛奶。
</context>

QUESTION: 花园之前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",卧室,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
梨花抓起牛奶。 丽花把牛奶掉在那里了.
</context>

QUESTION: 花园之前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
梨花抓起牛奶。 丽花把牛奶掉在那里了。 健接过牛奶。 健把牛奶掉了。 美英接过牛奶.
</context>

QUESTION: 花园之前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
梨花抓起牛奶。 丽花把牛奶掉在那里了。 健接过牛奶。 健把牛奶掉了。 美英接过牛奶。 美英接过牛奶。 美英在那里买了牛奶。 美英放下牛奶。 美英放下牛奶。 美英放下牛奶.
</context>

QUESTION: 花园之前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
261_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
明浩去了厨房。梨花抓起牛奶。明浩又回到了走廊。简搬到了厨房。明浩前往办公室。简抓起苹果。健行至花园。健把苹果掉了。简走向走廊。丽花把牛奶掉了。明浩又回到了卫生间。梨花抓起那里的牛奶。梨花回到花园。梨花往走廊走去。
</context>

QUESTION: 走廊前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",花园,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
梨花抓起那里的牛奶。 梨花抓起牛奶.
</context>

QUESTION: 走廊前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
梨花抓起那里的牛奶。 梨花抓起牛奶。 丽花把牛奶掉了。 梨花往走廊走去。 简走向走廊.
</context>

QUESTION: 走廊前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
梨花抓起那里的牛奶。 梨花抓起牛奶。 丽花把牛奶掉了。 梨花往走廊走去。 简走向走廊。 明浩去了厨房。 简搬到了厨房。 健行至花园。 明浩又回到了走廊。 梨花回到花园.
</context>

QUESTION: 走廊前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
293_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
明浩去了走廊。明浩在那里拿到了足球。简又回到了花园。丽华回到办公室。简去了卫生间。明浩又回到了卫生间。健前往办公室。丽华去了卫生间。明浩前往办公室。美英回到卧室。梨花走到厨房。梨花走到走廊。美英游至花园。美英走到卧室。美英向卫生间走去。美英搬到了办公室。丽华搬到了卫生间。梨花走到走廊。明浩离开了足球。明浩接过足球。明浩放下了足球。明浩向走廊走去。简回到卧室。梨花行至卧室。梨花拿起苹果。梨花游至花园。梨花回到走廊。丽华搬到了卧室。美英把足球带到了那里。梨花掉下了苹果。梨花接过苹果。简回到浴室。梅英离开了足球。梨花把苹果放在那里。简回到厨房。美英走到走廊。健搬到了办公室。简抓住了足球。梨花走向卫生间。吉安离开了足球。明浩去了厨房。简去了卫生间。美英搬到了卧室。美英拿起苹果。美英把苹果扔掉了。明浩走向卫生间。美英拿起苹果。美英把苹果扔掉了。美英抓起那里的苹果。美英游至花园。美英把苹果掉在那里了。明浩去了卧室。简又回到了花园。美英前往办公室。简得到了苹果。明浩向走廊走去。美英搬到了卧室。健放下了苹果。简回到浴室。美英向卫生间走去。美英向花园走去。美英拿起苹果。梨花朝卧室走去。美英前往办公室。美英把苹果扔掉了。美英搬到了厨房。明浩走向卫生间。美英回到卧室。梨花搬到了花园里。简搬到了厨房。健行至花园。明浩走到走廊。美英搬到了厨房。简行进了卧室。美英抓起牛奶。梨花朝走廊走去。美英游至花园。梨花回到卫生间。美英去了办公室。坚迁至花园。美英回到卫生间。美英朝卧室走去。美英把牛奶留在那里。简前往办公室。
</context>

QUESTION: 办公室前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",花园,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英抓起牛奶。 美英把牛奶留在那里.
</context>

QUESTION: 办公室前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英抓起牛奶。 美英把牛奶留在那里。 健前往办公室。 美英去了办公室。 健搬到了办公室.
</context>

QUESTION: 办公室前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英抓起牛奶。 美英把牛奶留在那里。 健前往办公室。 美英去了办公室。 健搬到了办公室。 美英前往办公室。 美英前往办公室。 简前往办公室。 梨花走到厨房。 美英搬到了办公室.
</context>

QUESTION: 办公室前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
284_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英拿起牛奶。健接过苹果。丽华拿到了足球。美英游至花园。丽华前往办公室。健把苹果扔掉了。丽华搬到了厨房。简在那里得到了苹果。健留下了苹果。美英朝走廊走去。健拿起了苹果。美英把牛奶掉在那里了。美英向厨房走去。明浩向厨房走去。简走到走廊上。丽华走到走廊上。
</context>

QUESTION: 走廊前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",花园,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英把牛奶掉在那里了。 美英拿起牛奶.
</context>

QUESTION: 走廊前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英把牛奶掉在那里了。 美英拿起牛奶。 美英向厨房走去。 美英朝走廊走去。 丽华走到走廊上.
</context>

QUESTION: 走廊前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining three relevant facts.

<context>
美英把牛奶掉在那里了。 美英拿起牛奶。 美英向厨房走去。 美英朝走廊走去。 丽华走到走廊上。 简走到走廊上。 明浩向厨房走去。 丽华搬到了厨房。 美英游至花园。 健接过苹果.
</context>

QUESTION: 走廊前的牛奶在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
